2022	1	1	0	0	0	26298.0	-0.03289571144137161
2022	1	1	1	0	0	26298.041666666668	-0.06992593432279616
2022	1	1	2	0	0	26298.083333333332	-0.04581882298450412
2022	1	1	3	0	0	26298.125	0.04030382449801584
2022	1	1	4	0	0	26298.166666666668	0.17039451186791826
2022	1	1	5	0	0	26298.208333333332	0.3115802849873799
2022	1	1	6	0	0	26298.25	0.42429325216941377
2022	1	1	7	0	0	26298.291666666668	0.4724796011737731
2022	1	1	8	0	0	26298.333333333332	0.43330616301074687
2022	1	1	9	0	0	26298.375	0.3037987738568074
2022	1	1	10	0	0	26298.416666666668	0.10257892925190046
2022	1	1	11	0	0	26298.458333333332	-0.1338535682109163
2022	1	1	12	0	0	26298.5	-0.35939250262745476
2022	1	1	13	0	0	26298.541666666668	-0.5290696984058157
2022	1	1	14	0	0	26298.583333333332	-0.6095986009756911
2022	1	1	15	0	0	26298.625	-0.5871463893361499
2022	1	1	16	0	0	26298.666666666668	-0.4704668032372211
2022	1	1	17	0	0	26298.708333333332	-0.28862879202062647
2022	1	1	18	0	0	26298.75	-0.08384873661887327
2022	1	1	19	0	0	26298.791666666668	0.09886971685179692
2022	1	1	20	0	0	26298.833333333332	0.22273435107988837
2022	1	1	21	0	0	26298.875	0.2680017301332685
2022	1	1	22	0	0	26298.916666666668	0.2363529731752257
2022	1	1	23	0	0	26298.958333333332	0.14967113803979892
2022	1	2	0	0	0	26299.0	0.04358599074631134
2022	1	2	1	0	0	26299.041666666668	-0.04246223389590278
2022	1	2	2	0	0	26299.083333333332	-0.0760205879312281
2022	1	2	3	0	0	26299.125	-0.04051247347251488
2022	1	2	4	0	0	26299.166666666668	0.060017187028134925
2022	1	2	5	0	0	26299.208333333332	0.20150132523976907
2022	1	2	6	0	0	26299.25	0.34570535194250857
2022	1	2	7	0	0	26299.291666666668	0.44995861141517
2022	1	2	8	0	0	26299.333333333332	0.4783661752982535
2022	1	2	9	0	0	26299.375	0.4116281774808189
2022	1	2	10	0	0	26299.416666666668	0.2528528942111193
2022	1	2	11	0	0	26299.458333333332	0.02774631798494085
2022	1	2	12	0	0	26299.5	-0.2209553768128349
2022	1	2	13	0	0	26299.541666666668	-0.4434129264282772
2022	1	2	14	0	0	26299.583333333332	-0.5944513261238277
2022	1	2	15	0	0	26299.625	-0.6442301291267561
2022	1	2	16	0	0	26299.666666666668	-0.5852145575625689
2022	1	2	17	0	0	26299.708333333332	-0.4337809117284165
2022	1	2	18	0	0	26299.75	-0.2260755942530707
2022	1	2	19	0	0	26299.791666666668	-0.009112817205873659
2022	1	2	20	0	0	26299.833333333332	0.17073131382749934
2022	1	2	21	0	0	26299.875	0.27896621989241344
2022	1	2	22	0	0	26299.916666666668	0.30110600488087674
2022	1	2	23	0	0	26299.958333333332	0.2455575017969413
2022	1	3	0	0	0	26300.0	0.14055241618561545
2022	1	3	1	0	0	26300.041666666668	0.0259957186532854
2022	1	3	2	0	0	26300.083333333332	-0.05756347110685303
2022	1	3	3	0	0	26300.125	-0.07993879696210654
2022	1	3	4	0	0	26300.166666666668	-0.02948073374301903
2022	1	3	5	0	0	26300.208333333332	0.08361841629392738
2022	1	3	6	0	0	26300.25	0.2297062518150268
2022	1	3	7	0	0	26300.291666666668	0.36717586099628413
2022	1	3	8	0	0	26300.333333333332	0.4532677408063494
2022	1	3	9	0	0	26300.375	0.45546403851153117
2022	1	3	10	0	0	26300.416666666668	0.3605277868779874
2022	1	3	11	0	0	26300.458333333332	0.17876542887527067
2022	1	3	12	0	0	26300.5	-0.057690717882950555
2022	1	3	13	0	0	26300.541666666668	-0.30219422154925124
2022	1	3	14	0	0	26300.583333333332	-0.5046184853797577
